columns,sample,human_detected,csv_detected,id
Consommation automobile RPT (GWh),"['336.9', '216.9', '222.9', '216.6', '217.2', '238.1', '231.7', '275.6', '302.3', '237.1']",longitude_l93,longitude_l93,87e93046-3923-4316-93ad-f237b6f8694b
C15_ACTOCC1564_CS6,"['240.04103754599998', '612.403514998', '29.371376071599997', '32.0674441669', '506.80357653699997', '481.74498123800004', '273.297002698', '72.0184710226', '291.302809787', '426.50963445199994']",longitude_l93,longitude_l93,347011ef-46d0-4794-9863-1134970818ee
P12_HNSCOL15P_BEPC,"['63.459706748699', '73.688756304861', '154.058450463057', '51.65735381629379', '80.7876367901516', '61.8641827707057', '118.49760793832199', '121.653222210282', '125.98966131389999', '386.204673482055']",longitude_l93,longitude_l93,01882875-0613-4e0d-b352-5bdc7654f3a1
"""Temps passÃ© / visites""","['530.38', '473.42', '403.74', '497.02', '648.91', '419.86', '503.42', '455.27', '511.84']",longitude_l93,longitude_l93,8d6623db-8190-409e-9160-528645274c51
P12_HNSCOL15P_BACP2,"['356.497022743489', '210.76015725529203', '380.91494264125', '349.28620510730104', '293.790888845234', '277.748188241759', '505.971699555432', '366.19188643978697', '454.809364318307', '1304.6084341193']",longitude_l93,longitude_l93,a4b795df-97b8-4269-9772-1e2dee739dff
16h30,"['6844.4130000000005', '4752.414000000001', '184.635', '53.383', '3376.947', '34.106', '51604.08900000001', '58.107', '217.09099999999998', '5608.738']",longitude_l93,longitude_l93,71229ca4-8332-40df-8fd5-fc92843c2e51
AREA_HA,"['103.29494358', '25.7001835572', '25.050455410799998', '36.9294621272', '123.998548935', '140.99469198399999', '41.6521897537', '43.324934749700006', '55.605551291800005', '81.73390197020001']",longitude_l93,longitude_l93,f7682616-d594-4e34-8fa4-17f1b5a2145f
P14_F2064,"['3100.910959', '2123.179658', '3764.7096420000003', '1769.0880339999999', '3558.3842189999996', '3053.794601', '3156.990373', '2816.4484399999997', '1642.8609900000001', '1491.3376759999999']",longitude_l93,longitude_l93,0b737a20-7b91-4993-8010-2cf41ff380b0
12h00,"['25.197', '292.402', '27.122', '25.658', '24.146', '41.82', '19.772000000000002', '9.622', '44.815', '176.03400000000002']",longitude_l93,longitude_l93,d7e65883-76a7-4190-aa37-6f26b4ab938a
P12_NBPI_RPAPPART,"['7179.023218809359', '9840.58347690465', '7979.501349113191', '4951.15027775022', '12223.188407728701', '12381.640656649899', '2728.84894203435', '12085.313715991499', '2657.8208623648497', '14868.601548491499']",longitude_l93,longitude_l93,8fbfb02d-916b-4710-854f-63725f0da515
C12_POP15P_CS7,"['607.895502741227', '91.9061858075554', '2567.70130744303', '639.546269881222', '791.310555577226', '1526.4167861935598', '922.324262644402', '641.304443153512', '1151.01563976545', '1843.3730110464999']",longitude_l93,longitude_l93,6a9c86d1-9389-4cf8-b1e4-77fa5fa3097b
Sous fonction,"['20.152', '20.4', '251.1', '20.152', '413.103', '20.9', '816.25', '1.2', '213.1', '422.1']",longitude_l93,longitude_l93,002a5034-e998-4dbe-b029-c747ef0b335c
Sous-fonction,"['524.1', '422.1', '33.1', '48.101000000000006', '94.1', '512.2', '313.1', '524.2', '33.1', '94.1']",longitude_l93,longitude_l93,7cff56c9-50ed-4065-b92f-4393b89af4ac
Sous fonction,"['422.1', '822.19', '64.116', '422.1', '816.15', '824.3', '422.1', '422.1', '824.3', '40.25']",longitude_l93,longitude_l93,b6d1c3aa-cba6-4bec-90d5-c0cbc242adf0
31/12/2017,"['-140.6026284', '-3.1089106', '353.18800000000005', '-200.9495563', '212.5853716', '-14.744725899999999', '7.7422740999999995', '-22.487']",longitude_l93,longitude_l93,6d308ac8-6fcb-4091-924c-d8d0a89e0877
Sous fonction,"['23.101', '512.2', '48.101000000000006', '40.25', '512.2', '311.4', '24.201', '40.25', '40.25', '40.25']",longitude_l93,longitude_l93,6874eb67-a13f-4da2-b753-5b26fbc2e52e
P12_FACTOCC15P,"['1903.3858724077697', '861.428642260874', '960.8613297072291', '1919.8886522093899', '925.174857406209', '2201.9278900368', '1259.3152202548101', '1619.90574246866', '152.471036327446', '2210.33662527685']",longitude_l93,longitude_l93,cdfc4c6d-b57b-4328-b15e-f0709bb160d6
Y,"['129869.406', '131371.15300000002', '132186.628', '128616.571', '128591.954', '128536.62599999999', '124662.54400000001', '128085.36099999999', '127212.87800000001', '126931.78300000001']",longitude_l93,longitude_l93,d37d0bcb-de12-44c5-92c3-212df5e79194
P13_POP1564,"['5786.7860813179295', '4531.35719782159', '6284.33272704246', '6239.31833658672', '5185.330969060471', '3328.73949051741', '3096.4520109079604', '3687.88814163149', '17371.277597949098', '4723.47491251007']",longitude_l93,longitude_l93,80a0c71b-51bd-444d-ad76-1d7c530b7d8b
st_length_,"['78.9009569017', '117.028038386', '145.22796493799999', '117.42822684', '185.182769342', '900.196072967', '123.642989767', '630.588673752', '375.192306665', '433.157046381']",longitude_l93,longitude_l93,257a1f8c-cd81-48da-9a38-aad368cb468d
"""Temps passÃ© / visites""","['447.89', '432.58', '491.78', '387.52', '421.1', '447.17', '461.76', '444.58', '461.49']",longitude_l93,longitude_l93,f7ce3ae5-47c9-4a06-a0f0-7ea91d2ceab1
P11_POP80P_PSEUL,"['60.391206086420404', '214.957797411254', '103.590204509011', '448.16233949004896', '72.7299610439367', '218.794218883085', '255.386873416843', '223.54667177386398', '85.0199738564243', '113.088937502046']",longitude_l93,longitude_l93,051005cf-55ce-4c61-9d6c-83425779d152
HTA total (km),"['44364.9387399', '1642.27978547', '6373.67680993', '39937.616105199995', '6356.18406734', '3353.45884175', '5186.37554004', '6535.65155435', '10570.2317564', '11303.866105']",longitude_l93,longitude_l93,884009d1-f78f-4ab9-ba1b-9a87b45f435f
duree_totassur,"['5188.588889', '45519.266667', '467672.211112', '96249.388889', '121642.98888900001', '165548.377778', '255478.133335', '354419.055554', '382931.211113', '109588.3']",longitude_l93,longitude_l93,d1aea6b1-4c47-49dc-99c4-643bc0889756
C12_PMEN_MENFAM,"['4450.9759979213', '3551.1464165258003', '769.6558916958501', '17723.8380485263', '812.4778741734231', '3698.3556143106202', '6467.0457173467', '2999.6434563816497', '3162.0856300233195', '7124.725543646508']",longitude_l93,longitude_l93,4db60075-c412-4359-bebf-0c1d3a5c8ac2
P13_RP_LOC,"['3356.5730662275105', '2486.50030197582', '7655.85332954994', '1564.9425920395902', '1237.91977674351', '2625.97530035501', '4070.3491857104705', '1724.41236414917', '1348.28214945896', '2426.53734801239']",longitude_l93,longitude_l93,839cfbab-c59f-408a-9d5c-e49173026e64
st_area(shape),"['220377.92418365', '414588.21890978', '168112.63014081', '336128.337931725', '518001.574658985', '908748.70819244', '518001.574658985', '155995.130701695', '204738.910969575', '553502.64586468']",longitude_l93,longitude_l93,f7baefee-2ae9-4265-ba1d-de1ac3b162c9
Montant,"['173087.21', '-5032.91', '164177.14', '164177.14', '-5032.91', '173087.21']",longitude_l93,longitude_l93,5604ec30-b27a-4dd2-bb25-27ab0049aa68
P15_SAL15P_TP,"['749.1998637989999', '443.57160046900003', '100.58356668', '70.0796093429', '1027.42548389', '404.29845835199995', '315.541135968', '298.386598237', '498.916095098', '572.256907612']",longitude_l93,longitude_l93,347011ef-46d0-4794-9863-1134970818ee
P13_HNSCOL15P_DIPLMIN,"['201.09513751267502', '754.2011008899229', '380.099179209814', '111.023473640173', '114.17352019975701', '686.697999519063', '117.07363414920201', '426.910040301845', '498.967925002589', '492.95182075771896']",longitude_l93,longitude_l93,24206133-1cd2-430b-b654-2c41043f8239
P14_PMEN_ANEM0002,"['5925.0972170000005', '625.2146223999999', '918.2187115', '588.5882763', '1395.0050210000002', '1011.426291', '123.02389840000002', '1771.710502', '1491.210742', '2302.849612']",longitude_l93,longitude_l93,651a78b0-5dd0-44e5-a78a-d9e24f787b2c
Total de bilan,"['1258.9', '1048.4', '1235.2', '1259.9', '1123.5', '1138.4', '1273.9', '1166.5', '1147.5', '1223.3']",longitude_l93,longitude_l93,cd75d029-a8be-4110-9fdb-b949e023a092
x,"['1223468.8584', '1221114.1709', '1223596.1755', '1222319.3559', '1222570.5314', '1222895.7629', '1222780.9291', '1223696.1073', '1222862.0206', '1222456.885']",longitude_l93,longitude_l93,7eecdf1e-d4c6-4819-819c-c7366ae6e4fd
Compte nature,"['2042.07', '2042.09', '2042.2', '20418.06', '2042.2', '2042.07', '2042.07', '2042.1', '2042.17', '2042.31']",longitude_l93,longitude_l93,37deca64-616a-4219-8f8c-dc147633d113
Conso totale Résidentiel (MWh),"['197106.6794367978', '256799.3386', '205615.01697882876', '219348.83516212692']",longitude_l93,longitude_l93,8a833b3f-fe9d-4cca-b93e-2b2189145f9f
P13_PMEN,"['6566.68338262537', '10123.6912940617', '24172.233510140497', '6223.2040542752', '4057.6923023992895', '11990.5622331107', '9973.50326769952', '7016.8786023924595', '6459.66835422515', '8991.61154593184']",longitude_l93,longitude_l93,839cfbab-c59f-408a-9d5c-e49173026e64
C12_H15P_CS6,"['138.82565668663602', '67.1434864844844', '1849.6294779328698', '632.278665647812', '377.902463190262', '733.315109053293', '311.412391367721', '368.277995347728', '393.93355530869104', '733.5169376532409']",longitude_l93,longitude_l93,6a9c86d1-9389-4cf8-b1e4-77fa5fa3097b
P12_POP5564,"['472.00529025893206', '67.3929491827613', '1852.20758633068', '505.998691451328', '415.857110594462', '963.271866362827', '565.145745303526', '443.356992470235', '715.5825361406171', '1058.7024291936']",longitude_l93,longitude_l93,6a9c86d1-9389-4cf8-b1e4-77fa5fa3097b
"""Surface""","['0,7758', '0,7000', '12,3509', '11,3357', '9,0423', '6,6005', '3,5590', '1,0000', '1001,1745', '5,7710']",longitude_l93,longitude_l93,c3745b57-001f-4c9e-b1cf-ac7204ba27c4
"""Ménages""","['231.87181152468239', '22.114423202738102', '15.145316785634927', '118.35860419199881', '34.3316503540252', '1269.8633064222302', '1957.0654594187436', '278.3940528430991', '27.408336636616816', '4.37440085043873']",longitude_l93,longitude_l93,7257a67b-5877-4269-8048-9af300eff14e
P15_ACT5564,"['500.162970224', '389.40003325199996', '22.3718897575', '52.5148274312', '640.193184141', '211.43949964400002', '197.9911052', '301.003134128', '446.980235452', '445.838405479']",longitude_l93,longitude_l93,347011ef-46d0-4794-9863-1134970818ee
P14_NPER_RP_PROP,"['12575.84607', '2038.765152', '2911.948762', '4198.135365', '3600.307374', '3231.832054', '348.8521447', '4188.792898', '3604.1539729999995', '4610.633684']",longitude_l93,longitude_l93,651a78b0-5dd0-44e5-a78a-d9e24f787b2c
P13_RPAPPART_ACH70,"['425.966554465901', '871.613148407519', '630.960057233444', '1233.46957132157', '18.0841192996053', '1102.22752934564', '2019.25642733969', '274.619185038483', '52.2443183644761', '945.7739262286619']",longitude_l93,longitude_l93,1a91a1e0-f58c-40cd-abb6-41b3281ef97e
P13_POP30P,"['2276.4981305599', '6187.711767524411', '5574.7881691617395', '2973.34882151', '2446.28180750154', '5845.10641890092', '2319.82490922551', '7600.444953470649', '5414.22863349372', '2512.05973892161']",longitude_l93,longitude_l93,24206133-1cd2-430b-b654-2c41043f8239
P12_RP_3P,"['1063.75278709301', '1424.6513202798099', '1139.17013816121', '492.69283374031403', '1035.9246195446199', '1519.7500166402697', '606.982973432346', '1475.7893062212197', '374.183627254348', '2109.9814930285397']",longitude_l93,longitude_l93,6387c5fc-22d6-43d9-9e86-f43d4765e583
xF,"['524347,82', '848143,13', '620215,32', '718213,54', '846201,63', '566509,16', '517358,59', '1045811,31', '761886,82', '904278,51']",longitude_l93,longitude_l93,6ee839ea-5faf-44fd-9b98-6dcd93364cff
C14_POP15P_CS8,"['1659.0461380000002', '1772.7509929999999', '1947.786634', '1012.9229130000001', '951.3047736', '1171.591589', '2224.8547550000003', '1206.2180369999999', '980.7606416000001', '1141.085102']",longitude_l93,longitude_l93,0b737a20-7b91-4993-8010-2cf41ff380b0
SHAPE_LEN,"['12860.1011972', '26735.9599534', '37035.4873205', '21584.794467', '20761.003832799997', '14343.3241777', '31483.7433541', '13663.8423154', '27133.796136400004', '9970.33178033']",longitude_l93,longitude_l93,307d2075-b1e9-4e52-9b75-37b202f08a34
C12_H15P_CS2,"['89.0480303694108', '5.69587716995255', '448.03956902986397', '92.447007574937', '42.055153819088396', '123.45588092135701', '131.818068032425', '103.469935975221', '136.281855323727', '162.566557989926']",longitude_l93,longitude_l93,6a9c86d1-9389-4cf8-b1e4-77fa5fa3097b
P13_RP_ACH70,"['436.59412716085296', '1398.43728021134', '1469.3579786592402', '1593.00648774168', '71.64176616262529', '1818.4120953199301', '2267.24948808848', '496.586081128714', '111.565621288952', '1638.5304647366502']",longitude_l93,longitude_l93,1a91a1e0-f58c-40cd-abb6-41b3281ef97e
surf,"['616.2', '753.3', '767.6', '552.5', '549.0', '483.1', '837.7', '218.4', '929.1', '573.7']",longitude_l93,longitude_l93,91d24ce1-0350-4a7c-92dc-3463049c4646
C11_ACTOCC15P_VOIT,"['1827.5566580120103', '1018.8721029092', '3222.85948748476', '1501.6543121535599', '537.373848932226', '1390.92081319187', '992.507722283548', '1071.8142494506199', '606.884898232471', '1089.3309680581801']",longitude_l93,longitude_l93,24fe03ca-b26f-4526-9519-ddd859bcae4b
A,"['45.81800000000001', '349.36199999999997', '38.83', '293.293', '307.3660000000001', '328.004', '8.937000000000003', '85.367', '301.219', '309.6450000000001']",longitude_l93,longitude_l93,ee824ab9-a220-4099-84ad-7eb19ed99f5b
P13_NBPI_RP,"['10365.5115747622', '17788.6137825095', '38706.2087623305', '11779.6609180253', '6675.14986190769', '22747.340573369103', '17609.5127618333', '12777.4797627268', '10818.4261004868', '16069.6414649853']",longitude_l93,longitude_l93,1a91a1e0-f58c-40cd-abb6-41b3281ef97e
X Fin (lambert93),"['886375.7988724444', '533285.7293828663', '849403.9522719891', '661510.9982797022', '992939.567256926', '420944.09892889275', '1029722.0016223785', '650046.5730189855', '710320.8995874476', '185803.35116573362']",longitude_l93,longitude_l93,c834863f-523d-4241-8cfb-f59256d245e9
P14_POP3044,"['2203.6782329999996', '1387.491469', '2356.258926', '1036.032278', '2749.427236', '2185.677049', '1663.258859', '2125.088402', '1166.872084', '857.3352302999999']",longitude_l93,longitude_l93,0b737a20-7b91-4993-8010-2cf41ff380b0
P14_HACT1524,"['302.8762202', '422.0363161', '176.1451626', '637.9514459', '232.1419096', '711.9891111000001', '225.51335930000005', '308.9210653', '474.44275350000004', '326.7835311']",longitude_l93,longitude_l93,f442c081-b910-42ed-8996-281f885e5436
P15_ACT1564,"['4188.69040912', '2742.63310178', '386.173385811', '315.864313148', '7222.13851417', '2854.1447515', '3067.43430496', '2506.80312415', '3556.46686085', '3853.57946468']",longitude_l93,longitude_l93,347011ef-46d0-4794-9863-1134970818ee
POINT_X,"['650573.9074', '648979.0427', '654657.9817', '651542.0795', '646538.6764', '649305.149', '652697.2812', '648857.9670000001', '648619.27', '647689.2286']",longitude_l93,longitude_l93,34a95f5d-9162-4a15-b937-d3cb9196b6b2
C13_F15P_CS7,"['345.41980003033206', '619.047454153202', '15.971901490072101', '349.33583923998395', '544.7612252445961', '520.252583700052', '869.291941811338', '743.867100212741', '616.591120571879', '435.75426861874604']",longitude_l93,longitude_l93,0f5d5722-4c31-4bab-8848-a7a781596929
SHAPE_Area,"['390151.67277199996', '249141.911118', '155239.406446', '470985.33191400004', '119929.89623299999', '960622.323002', '177737.791525', '497790.736462', '156122.396775', '196654.213072']",longitude_l93,longitude_l93,d95f13d3-fcc7-48a3-aeae-cdbfce194aa2
C13_PMEN_MENPSEUL,"['2872.48795180261', '698.5200774540201', '1209.21414679494', '827.9420452320129', '2682.94631129143', '1818.5237009340801', '1788.8074345820498', '1021.65495617914', '3759.9131814282105', '8047.76073331354']",longitude_l93,longitude_l93,acb16327-d668-4199-ade8-ab9de475dbe3
P13_SCOL0205,"['56.4099261728371', '339.89995485480597', '304.997988870717', '54.193769479285', '109.68432026173201', '308.34666637694', '33.8462665740924', '402.359079599048', '421.308944973579', '138.992869156301']",longitude_l93,longitude_l93,24206133-1cd2-430b-b654-2c41043f8239
Shape__Len,"['304900.03826103697', '573131.05690507', '484910.79874468705']",longitude_l93,longitude_l93,3cadd6ea-f92f-40e1-b0c9-f15a8f75b694
C13_PMEN_CS7,"['1304.26677906875', '744.002248443031', '378.094434944566', '1052.56909063277', '1649.79071357706', '706.2563608613519', '814.220902692549', '715.7352481918291', '1012.3735544705802', '1536.2662783351998']",longitude_l93,longitude_l93,acb16327-d668-4199-ade8-ab9de475dbe3
P11_NSCOL15P_BEPC,"['117.48334186596901', '539.6201564970929', '237.470128838734', '308.196728553149', '390.60875875763196', '326.801505970862', '228.285471194684', '491.224325281662', '234.134193695265', '495.283145263776']",longitude_l93,longitude_l93,49218e05-5f9d-4b7a-93dc-93d37daccf05
P12_POP1517,"['244.483388771328', '118.988958778785', '159.024891755383', '166.10892102666', '159.187206348251', '212.165692848604', '317.677935553117', '188.069442875956', '269.764457350903', '604.012725041767']",longitude_l93,longitude_l93,01882875-0613-4e0d-b352-5bdc7654f3a1
P11_CHOM1564,"['525.551396356655', '563.945705131082', '921.0949801999569', '877.910493086809', '722.817963201034', '166.381374463648', '682.469140251062', '253.495449076474', '491.10757788202005', '1111.48672154762']",longitude_l93,longitude_l93,24fe03ca-b26f-4526-9519-ddd859bcae4b
P12_POP0014,"['477.154945689995', '154.863988486648', '4388.45967318569', '1105.00044731514', '801.237593490301', '1142.83960490149', '685.418852599877', '675.123783113854', '619.882773334513', '1511.6941727784101']",longitude_l93,longitude_l93,6a9c86d1-9389-4cf8-b1e4-77fa5fa3097b
P11_SAL15P_APPR,"['115.06303335303001', '39.0624172120303', '130.119812956452', '145.143263465876', '20.6445827394795', '54.099410254245996', '151.037153579258', '129.708657672898', '36.5646051053948', '41.473692530305705']",longitude_l93,longitude_l93,711bc09a-7b4b-4fb1-9e50-6dbdaa45f402
st_area_sh,"['14323.5505554', '4348.30441516', '1677.00047741', '124.72661181', '843.520396725', '467.38384547', '964.68206674', '412.71883656', '187391.860685', '16626.3982542']",longitude_l93,longitude_l93,34eb31d2-c812-4447-9605-da9ad49dd968
09h30,"['29.533', '295.356', '15.784', '18.899', '22.189', '41.805', '18.678', '14.616', '46.466', '199.584']",longitude_l93,longitude_l93,d7e65883-76a7-4190-aa37-6f26b4ab938a
"""Surface""","['0,7758', '0,7000', '12,3509', '11,3357', '9,0423', '6,6005', '3,5590', '1,0000', '1001,1745', '5,7710']",longitude_l93,longitude_l93,bfedf091-5de4-4561-9ea1-fb275531746a
Population,"['206.6', '206.6', '206.6', '206.6', '206.6', '206.6', '206.6', '206.6', '206.6', '206.6']",longitude_l93,longitude_l93,168eb37e-e1f6-44fd-a1c1-69b29731aae9
Emplois au LT en 2007,"['16.9249852413', '3065.80007222', '323.666040709', '882.905111777', '3561.70858199', '260.635648978', '27.448212201599997', '238.949539694', '11.1130062191', '725.41739024']",longitude_l93,longitude_l93,228f4dad-dc66-4443-ac08-296ab057933f
SHAPE_Area,"['46613.21424135481', '705805.9699258804', '327177.87316212803', '1558085.750647973', '260682.59548297466', '132300.28975285956', '510396.0325230572', '71158.26264690932', '400779.5545205144', '67837.48548119968']",longitude_l93,longitude_l93,ca47ac44-9c89-40fa-9e2d-595a7670d4ed
P12_RPAPPART_ACHT2,"['1681.0609004897', '1987.51361997597', '1710.45438677858', '1609.2873881780702', '1776.63827044435', '3815.5554033178705', '237.459085038048', '1683.27650187898', '152.961772847106', '3587.23513266935']",longitude_l93,longitude_l93,8fbfb02d-916b-4710-854f-63725f0da515
P13_H1564,"['2753.2002248059803', '2232.19175762913', '2927.59704403636', '3015.6156542381605', '2569.5256060410898', '1563.96752004', '1542.71427028784', '1880.3614745554603', '8549.36639433233', '2216.47063399129']",longitude_l93,longitude_l93,80a0c71b-51bd-444d-ad76-1d7c530b7d8b
st_lengths,"['52679.59190104358', '50069.11334049324', '82207.03629777838', '39895.12991574101', '52566.10901419552', '87270.98415482184', '83495.88039167426', '59176.39027839037', '90600.54549838915', '70997.38052025854']",longitude_l93,longitude_l93,054f08e0-d5d5-4de1-a8ad-d9666ebc0f4f
P13_F0014,"['235.790750316848', '390.238034037614', '51.9113819275356', '557.965471036867', '353.33416672268095', '157.15675928931', '827.018210482639', '540.348872413814', '224.871685019734', '553.43342087903']",longitude_l93,longitude_l93,af4f994e-bad2-4b3b-a727-b873c73828b9
P11_HRETR1564,"['85.7166668772092', '99.0813601683612', '222.416398485861', '88.3873646017861', '82.0884575897799', '35.775978928394295', '101.94038596366998', '23.3276506501868', '81.0346223813733', '114.80382621259199']",longitude_l93,longitude_l93,711bc09a-7b4b-4fb1-9e50-6dbdaa45f402
P14_POPF,"['5112.803687', '3859.586755', '6538.997038', '2410.629593', '5102.318884', '5038.202038', '4293.243036', '4499.328904', '2770.793096', '2194.757823']",longitude_l93,longitude_l93,0b737a20-7b91-4993-8010-2cf41ff380b0
Nombre de logements,"['7344.5008285105405', '3831.0004346642604', '11432.0013761198', '3163.50035301932', '3850.00044941503', '4391.500518442679', '7977.5009208239', '14597.501694749299', '5685.0006125849295', '3008.0003579407003']",longitude_l93,longitude_l93,91fb4987-e1bd-4df1-9e73-44054fe69b57
P15_RP_2P,"['484.31394552300003', '1384.88930533', '488.378120473', '795.0076097560001', '216.747652851', '817.787289967', '770.1253158630001', '439.595165219', '1150.49626343', '826.6956051210001']",longitude_l93,longitude_l93,bd166e5f-6d16-43d4-9cb4-d6a7d8583eb1
NB_D206_TPS,"['1052.8', '1162.7', '1033.6', '1437.7', '782.7', '2113.6', '378.6', '1044.5', '293.3', '751.7']",longitude_l93,longitude_l93,2e39297d-d8b2-4668-8319-729592ab7d94
P11_RPAPPART_ACHT1_,"['612.726215774534', '174.72548131542', '83.5066047311568', '2022.8913232501602', '218.55229170679402', '48.1355484704212', '774.979792917847', '494.604060308946', '1480.68561545732', '12.0562964675386']",longitude_l93,longitude_l93,a70db1df-278e-4fc8-8ad9-52c668b5ec66
P13_FACTOCC1524,"['284.43191483486', '135.46084486696998', '304.653475739688', '171.437461646334', '164.375677107927', '55.0629712961901', '58.5394007363817', '130.86157592220698', '708.6052171561901', '75.3759168000084']",longitude_l93,longitude_l93,a375cd55-977e-4a42-b990-8e29ed54b83b
P13_RP_VOIT1P,"['1895.39923160126', '4314.1707068185', '9959.38876755539', '2619.7016733599803', '1929.0727669092898', '4729.65260412539', '4131.85116210003', '3197.7349502757597', '2387.70210570994', '3776.91505983344']",longitude_l93,longitude_l93,839cfbab-c59f-408a-9d5c-e49173026e64
P14_POP1114,"['217.80649590000002', '256.11706569999996', '44.01090966', '295.07730489999994', '115.5449733', '202.1284113', '101.7373352', '231.3115895', '377.7001659', '181.1558142']",longitude_l93,longitude_l93,8dfce8ed-a45b-49eb-a4ea-8ff8ee6a40d9
Conso totale Résidentiel (MWh),"['440.1859054794826', '841.6795582497145', '1399.3187706575793', '36.732463652514774', '4951.239610887898', '10515.195351654464', '804.3410672893251', '5374.780899093484', '6355.586701353965', '4861.095937347561']",longitude_l93,longitude_l93,2eb95186-c3e4-4ec4-9052-1aa6831e15ab
C15_MEN_CS3,"['1061.46534353', '1185.20628364', '109.994177955', '1196.04176028', '632.523389391', '945.1212246030001', '896.4507155480001', '264.114419242', '469.705929075', '1738.42297932']",longitude_l93,longitude_l93,94a741be-779a-44eb-b97d-40f3980d91c0
"""Dépenses moyennes par UC répondant""","['77382.5632772348', '27411.71351077591', '33315.72981397893', '1674.9880010774718', '80821.62704400053', '27392.918443660365', '51059.338363114075', '4882.461332947866', '13810.030721676494', '26470.588235294123']",longitude_l93,longitude_l93,7257a67b-5877-4269-8048-9af300eff14e
Shape__Length,"['1089534.86394133', '283893.862856558', '118782.09996923199']",longitude_l93,longitude_l93,70d407ce-755a-4cc2-8985-77e0c6b51e76
POINT_X,"['454231.406309', '367241.953832', '478290.821598', '455476.711333', '518678.847712', '364088.166435', '365583.227567', '438844.905423', '497485.645508', '453341.270434']",longitude_l93,longitude_l93,e1fad8ff-3984-4ed4-a02c-b351f6433333
P11_MAISON,"['433.92411292500196', '932.380189682831', '3199.9965956677897', '29.5429867129772', '605.031259373354', '1378.34259703428', '726.946289086757', '2378.22348237111', '168.72699762340798', '353.770044933677']",longitude_l93,longitude_l93,91fb4987-e1bd-4df1-9e73-44054fe69b57
P14_SAL15P_APPR,"['77.22154318', '170.2370158', '27.50031915', '228.83659509999998', '143.6221752', '331.7060698', '58.54663186', '111.26975300000001', '174.306391', '133.413737']",longitude_l93,longitude_l93,f442c081-b910-42ed-8996-281f885e5436
P11_RP_ACHTT_,"['6250.475719311421', '3366.8152487005', '9799.65159103537', '2742.51142539718', '3329.1905893426397', '3586.1547674159706', '7061.23693124692', '12374.1872220682', '4747.413155724071', '2779.5379543724102']",longitude_l93,longitude_l93,a70db1df-278e-4fc8-8ad9-52c668b5ec66
P14_RP_ACH11,"['1520.303908', '24.21297673', '105.3178915', '16.95261731', '280.01752630000004', '456.8189507', '68.30205241', '191.88859240000002', '127.2844144', '31.22088366']",longitude_l93,longitude_l93,651a78b0-5dd0-44e5-a78a-d9e24f787b2c
P13_H2554,"['1344.83849120936', '1524.67578305875', '1652.8411936231303', '2100.68279205628', '1471.2403855787697', '991.042275832937', '942.424730170604', '1310.41617848708', '6136.49420385848', '1338.96181608299']",longitude_l93,longitude_l93,a375cd55-977e-4a42-b990-8e29ed54b83b
P14_POP1824,"['1289.321342', '718.8427342', '1475.70289', '1136.2538', '1234.249329', '898.8968062999999', '2411.807215', '1069.312732', '680.1267052999999', '1123.196208']",longitude_l93,longitude_l93,0b737a20-7b91-4993-8010-2cf41ff380b0
Y,"['6756404.2', '6745066.8', '6787216.2', '6771295.5', '6767017.15', '6758976.2', '6769245.571355', '6756404.2', '6755047.6', '6789578.2']",latitude_l93,latitude_l93,7ab1b884-d64b-4bd4-859e-333f7821c65c
SIGNCA_IG_BASE_ADRESSES_Y,"['6304966.13567', '6303007.092619999', '6301763.491330001', '6308562.23996', '6293419.6343', '6299170.4044', '6293766.4834', '6299508.7524', '6299429.4483', '6295552.935319999']",latitude_l93,latitude_l93,4f8fcea3-1aa8-4874-b6f0-6aa520aae32b
POINT_Y,"['6869802.7846', '6876080.0446', '6872806.2746', '6860919.36', '6879129.8993', '6874988.6046', '6873584.3646', '6874738.3346', '6874031.4046', '6873337.0046']",latitude_l93,latitude_l93,c33d2af9-2e73-47f4-ab00-5e253ecf305e
Coordonnées Y du point de prélèvement,"['6423483.66151932', '6423483.66151932', '6423483.66151932', '6423483.66151932']",latitude_l93,latitude_l93,ba25d7de-767f-49c7-bb7e-7e56c677c966
yD,"['7037577,89', '6427023,67', '6723554,17', '6900256,18', '6454263,57', '6286086,67', '7020979,8', '6392917,42', '6613991,6', '6620509,64']",latitude_l93,latitude_l93,2201e840-8db8-4a1a-9021-45113b3ff7ce
Coordonnées Y du point de prélèvement,"['6423483.66151932', '6423483.66151932', '6423483.66151932', '6423483.66151932']",latitude_l93,latitude_l93,0fe95aae-56f2-483b-b65c-0580db8a0b0d
yF,"['6880800,49', '6229585,3', '6880964,73', '6786879,98', '6840316,47', '6378169,71', '6839115,49', '6586471,67', '6512121,33', '6815096,8']",latitude_l93,latitude_l93,e4cfdaf0-1f53-4db0-9d02-5bafc43d3256
Y Fin (lambert93),"['6560719.172571325', '6729872.279576818', '6297283.940735687', '6470445.801551162', '6304092.32396736', '6922205.0045284415', '6534024.732392453', '7032372.153022459', '6750485.123514458', '6413872.711097232']",latitude_l93,latitude_l93,48d39253-85a2-49dc-85c5-f40527e9f794
Y (L93),"['7058621.8398', '7059691.7946', '7056186.5856', '7060493.565', '7059358.6452', '7057092.1008', '7058872.8756', '7060755.0084', '7057880.1498', '7058560.125']",latitude_l93,latitude_l93,81f7b978-0084-4965-9959-b0e5ecae0f99
